DATA;FORNECEDOR;DESTINO;ESTADO/MUNICIPIO;TIPO;QUANTIDADE;VALOR;DESTINATARIO;UF;DATA DE ENTREGA
10/07/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450,00;Secretaria Municipal de Saúde - NANUQUE;MG;17/07/2020
10/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000,00;Secretaria Municipal de Saúde - NANUQUE;MG;17/07/2020
10/07/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450,00;SÃO GOTARDO - Secretaria Municipal de Saúde;MG;16/07/2020
10/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000,00;SÃO GOTARDO - Secretaria Municipal de Saúde;MG;16/07/2020
24/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;2;120000,00;BELO HORIZONTE - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;100000,00;BELO HORIZONTE - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;40000,00;CARBONITA - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;40000,00;IPANEMA - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;40000,00;ITABUIRITO - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;3;60000,00;ITAUNA - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;1;60000,00;JACINTO - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;3;60000,00;LAGOA FORMOSA - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;3;180000,00;LAGOA SANTA - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;3;60000,00;LARANJAL - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;40000,00;MAR DE ESPANHA - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;40000,00;MARTINS SOARES - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;3;180000,00;MATIPO - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;40000,00;MATIPO - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000,00;PARA DE MINAS - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;1;20000,00;PARA DE MINAS - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000,00;PARACATU - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;100000,00;PARACATU - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;40000,00;SÃO TIAGO - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000,00;UBERLANDIA - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;100000,00;UBERLANDIA - Secretaria Municipal de Saúde ;MG;03/08/2020
24/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;40000,00;VARGEM ALEGRE - Secretaria Municipal de Saúde ;MG;03/08/2020
31/07/2020;VYAIRE LTV 1200 USA;MINAS GERAIS;MUNICIPIO;TRANSPORTE USA;30;1893779,10;SECRETARIA MUNICIPAL DE SAUDE - BELO HORIZONTE;MG;07/08/2020
31/07/2020;VYAIRE LTV 1200 USA;MINAS GERAIS;MUNICIPIO;TRANSPORTE USA;30;1893779,10;SECRETARIA MUNICIPAL DE SAUDE - BELO HORIZONTE;MG;07/08/2020
31/07/2020;VYAIRE LTV 1200 USA;MINAS GERAIS;MUNICIPIO;TRANSPORTE USA;20;1262519,40;SECRETARIA MUNICIPAL DE SAUDE - BELO HORIZONTE;MG;07/08/2020
31/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;40000,00;SECRETARIA MUNICIPAL DE SAUDE - BELO HORIZONTE;MG;07/08/2020
31/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;40000,00;SMS de  Bom Sucesso;MG;07/08/2020
31/07/2020;LEISTUNG;MINAS GERAIS;MUNICIPIO;UTI;1;60000,00;SMS de Dom Cavati;MG;07/08/2020
31/07/2020;LEISTUNG;MINAS GERAIS;MUNICIPIO;UTI;1;60000,00;SMS de Dores do Indaia;MG;07/08/2020
31/07/2020;LEISTUNG;MINAS GERAIS;MUNICIPIO;UTI;2;120000,00;SMS de Ervalia;MG;07/08/2020
31/07/2020;LEISTUNG;MINAS GERAIS;MUNICIPIO;UTI;1;60000,00;SMS de Jaiba;MG;07/08/2020
31/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;1;20000,00;SMS de Jaiba;MG;07/08/2020
31/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;1;20000,00;SMS de Pitangui;MG;07/08/2020
31/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;40000,00;SMS de RIO POMBA;MG;07/08/2020
31/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;40000,00;SMS de Santa Maria do Suacui;MG;07/08/2020
31/07/2020;LEISTUNG;MINAS GERAIS;MUNICIPIO;UTI;1;60000,00;SMS de Santo Antonio do Amparo;MG;07/08/2020
31/07/2020;LEISTUNG;MINAS GERAIS;MUNICIPIO;UTI;1;60000,00;SMS de Tres Coracoes;MG;07/08/2020
31/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;100000,00;SMS de Tres Coracoes;MG;07/08/2020
09/08/2020;LEISTUNG;MINAS GERAIS;MUNICIPIO;UTI;4;240000,00;SMS de Monte Carmelo;MG;14/08/2020
09/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;1;48290,00;SMS de Bom Despacho;MG;14/08/2020
09/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;96580,00;SMS de Carmo do Paranaiba;MG;14/08/2020
09/08/2020;LEISTUNG;MINAS GERAIS;MUNICIPIO;UTI;5;300000,00;SMS de Montes Claros;MG;14/08/2020
09/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450,00;SMS de Montes Claros;MG;14/08/2020
09/08/2020;LEISTUNG;MINAS GERAIS;MUNICIPIO;UTI;10;600000,00;SMS de Patos de Minas;MG;14/08/2020
09/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;96580,00;SMS de Astolfo Dutra;MG;14/08/2020
09/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;4;193160,00;SMS de Grao Mogol;MG;14/08/2020
09/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;1;48290,00;SMS de Monte Alegre de Minas;MG;14/08/2020
09/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;96580,00;SMS de Prata;MG;14/08/2020
09/08/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;20;1200000,00;SECR MUN DE SAUDE DE TEOFILO OTONI  MG;MG;14/08/2020
09/08/2020;LEISTUNG;MINAS GERAIS;MUNICIPIO;UTI;10;600000,00;SMS de Pirapora;MG;14/08/2020
09/08/2020;LEISTUNG;MINAS GERAIS;MUNICIPIO;UTI;6;360000,00;SMS de Araxa;MG;14/08/2020
10/08/2020;LEISTUNG;MINAS GERAIS;MUNICIPIO;UTI;2;120000,00; SMS de Gouveia;MG;14/08/2020
14/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;1;48290,00;SMS de Pintopolis;MG;21/08/2020
14/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;4;193160,00;SMS de Buritis;MG;21/08/2020
14/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;4;193160,00;SMS de Buritis;MG;21/08/2020
14/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;10;482900,00;SMS de Betim;MG;21/08/2020
14/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;10;482900,00;SMS de RIBEIRAO DAS NEVES;MG;21/08/2020
14/08/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;2;120000,00;SMS de Urucuia;MG;21/08/2020
14/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;1;48290,00;SMS de Betim;MG;21/08/2020
14/08/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;2;120000,00;SMS de Lagoa Formosa;MG;21/08/2020
14/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;10;482900,00;SMS de Vespasiano;MG;21/08/2020
14/08/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;10;600000,00;SMS de Vespasiano;MG;21/08/2020
14/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;96580,00;SMS de Sete Lagoas;MG;21/08/2020
14/08/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;10;600000,00;SMS de Betim;MG;21/08/2020
14/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;96580,00;SMS de Manhuacu;MG;21/08/2020
14/08/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;3;180000,00;SMS de Manhuacu;MG;21/08/2020
21/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;96580,00;SMS de Ituiutaba;MG;25/08/2020
21/08/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;3;180000,00;SMS de Ituiutaba;MG;25/08/2020
21/08/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;7;420000,00;SMS de Frutal;MG;25/08/2020
21/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;96580,00;Policlinica Amilcar Pellon  Itajuba;MG;25/08/2020
21/08/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;3;180000,00;Policlinica Amilcar Pellon  Itajuba;MG;25/08/2020
21/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;3;144870,00;SMS de Pouso Alegre;MG;25/08/2020
21/08/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;2;120000,00;SMS de Santa Rita do Sapucai;MG;25/08/2020
21/08/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;6;360000,00;SMS de Vazante;MG;22/08/2020
27/08/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;3;144870,00;SMS de Bocaiuva;MG;04/09/2020
03/09/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;UTI;2;120000,00;SMS de Pouso Alegre;MG;04/09/2020
11/09/2020;KTK;MINAS GERAIS;MUNICIPIO;UTI;3;180000,00;SMS de Itaguara;MG;15/09/2020
11/09/2020;KTK;MINAS GERAIS;MUNICIPIO;UTI;3;180000,00;SMS de Itanhandu;MG;14/09/2020
11/09/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;40000,00;SMS de Itanhandu;MG;14/09/2020
02/10/2020;KTK;MINAS GERAIS;MUNICIPIO;UTI;5;300000,00;SMS de Montes Claros;MG;05/10/2020
08/10/2020;VYAIRE LTV 2200 USA;MINAS GERAIS;ESTADO ;TRANSPORTE USA;16;1010015.52;4o Deposito de Suprimento;MG;16/10/2020
08/10/2020;MAGNAMED;MINAS GERAIS;ESTADO ;UTI;5;300000;4o Deposito de Suprimento;MG;16/10/2020
08/10/2020;VYAIRE LTV 2200 USA;MINAS GERAIS;MUNICIPIO;TRANSPORTE USA;2;126251.94;SMS de Berizal;MG;17/10/2020
08/10/2020;VYAIRE LTV 2200 USA;MINAS GERAIS;MUNICIPIO;TRANSPORTE USA;3;189377.91;SMS de Coracao de Jesus;MG;16/10/2020
08/10/2020;VYAIRE LTV 2200 USA;MINAS GERAIS;MUNICIPIO;TRANSPORTE USA;2;126251.94;SMS de Engenheiro Navarro;MG;15/10/2020
08/10/2020;VYAIRE LTV 2200 USA;MINAS GERAIS;MUNICIPIO;TRANSPORTE USA;2;126251.94;SMS de  Cristalia;MG;17/10/2020
08/10/2020;VYAIRE LTV 2200 USA;MINAS GERAIS;MUNICIPIO;TRANSPORTE USA;3;189377.91;SMS de Bocaiuva;MG;15/10/2020
04/06/2020;MAGNAMED;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;10;482900,00;Secretaria Municipal de Saúde (Três Lagoas);MS;05/06/2020
04/06/2020;VYAIRE;MATO GROSSO DO SUL;ESTADO;UTI;10;600000,00;Secretaria Estadual de Saúde;MS;06/06/2020
04/06/2020;MAGNAMED;MATO GROSSO DO SUL;ESTADO;TRANSPORTE;10;482900,00;Secretaria Estadual de Saúde;MS;06/06/2020
08/06/2020;LEISTUNG;MATO GROSSO DO SUL;MUNICIPIO;UTI;10;600000,00;Secretaria Municipal de Saúde (Campo Grande);MS;10/06/2020
08/06/2020;MAGNAMED;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;10;482900,00;Secretaria Municipal de Saúde (Campo Grande);MS;10/06/2020
09/06/2020;VYAIRE;MATO GROSSO DO SUL;ESTADO;UTI;15;900000,00;Secretaria Estadual de Saúde;MS;12/06/2020
09/06/2020;WEG;MATO GROSSO DO SUL;ESTADO;UTI;2;120000,00;Secretaria Estadual de Saúde;MS;12/06/2020
09/06/2020;KTK;MATO GROSSO DO SUL;ESTADO;UTI;3;180000,00;Secretaria Estadual de Saúde;MS;12/06/2020
09/06/2020;MAGNAMED;MATO GROSSO DO SUL;ESTADO;UTI;5;300000,00;Secretaria Estadual de Saúde;MS;12/06/2020
09/06/2020;MAGNAMED;MATO GROSSO DO SUL;ESTADO;TRANSPORTE;25;1207250,00;Secretaria Estadual de Saúde;MS;12/06/2020
07/07/2020;VYAIRE;MATO GROSSO DO SUL;MUNICIPIO;UTI;8;480000,00;campo Grande - HOSPITAL REGIONAL DE MATO GROSSO DO SUL;MS;11/07/2020
07/07/2020;MAGNAMED;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;7;338030,00;campo Grande - HOSPITAL REGIONAL DE MATO GROSSO DO SUL;MS;11/07/2020
07/07/2020;VYAIRE;MATO GROSSO DO SUL;MUNICIPIO;UTI;10;600000,00;campo Grande - SANTA CASA;MS;11/07/2020
07/07/2020;MAGNAMED;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;10;482900,00;campo Grande - SANTA CASA;MS;11/07/2020
10/07/2020;VYAIRE;MATO GROSSO DO SUL;ESTADO;UTI;20;1200000,00;CAMPO GRANDE - Secretaria Estadual de Saúde;MS;13/07/2020
17/07/2020;VYAIRE;MATO GROSSO DO SUL;ESTADO;UTI;5;300000,00;CAMPO GRANDE - Secretaria Estadual de Saúde  ;MS;24/07/2020
17/07/2020;MAGNAMED;MATO GROSSO DO SUL;ESTADO;TRANSPORTE;5;241450,00;CAMPO GRANDE - Secretaria Estadual de Saúde  ;MS;24/07/2020
24/07/2020;KTK;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;2;40000,00;ALCINOPOLIS - Secretaria Municipal de Saúde ;MS;03/08/2020
24/07/2020;VYAIRE;MATO GROSSO DO SUL;ESTADO;UTI;5;300000,00;CAMPO GRANDE -  Secretaria Estadual de Saúde ;MS;03/08/2020
24/07/2020;VYAIRE;MATO GROSSO DO SUL;MUNICIPIO;UTI;5;300000,00;CORUMBA - Secretaria Municipal de Saúde ;MS;03/08/2020
24/07/2020;KTK;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;5;100000,00;CORUMBA - Secretaria Municipal de Saúde ;MS;03/08/2020
24/07/2020;KTK;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;5;100000,00;COSTA RICA - Secretaria Municipal de Saúde ;MS;03/08/2020
24/07/2020;KTK;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;2;40000,00;FIGUEIRAO - Secretaria Municipal de Saúde ;MS;03/08/2020
24/07/2020;KTK;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;2;40000,00;INOCENCIA - Secretaria Municipal de Saúde ;MS;03/08/2020
24/07/2020;KTK;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;2;40000,00;PEDRO GOMES - Secretaria Municipal de Saúde ;MS;03/08/2020
24/07/2020;KTK;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;2;40000,00;RIO BRILHANTE - Secretaria Municipal de Saúde ;MS;03/08/2020
24/07/2020;VYAIRE;MATO GROSSO DO SUL;MUNICIPIO;UTI;2;120000,00;SÃO GABRIEL DO OESTE - Secretaria Municipal de Saúde ;MS;03/08/2020
24/07/2020;KTK;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;2;40000,00;SONORA - Secretaria Municipal de Saúde ;MS;03/08/2020
31/07/2020;LEISTUNG;MATO GROSSO DO SUL;ESTADO;UTI;20;1200000,00;SECRETARIA DE ESTADUAL DE SAUDE - CAMPO GRANDE;MS;01/08/2020
03/08/2020;VYAIRE LTV 1200 USA;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE USA;40;2525038,80;SECRETARIA MUNICIPAL DE SAÚDE DE CAMPO GRANDE;MS;05/08/2020
09/08/2020;LEISTUNG;MATO GROSSO DO SUL;MUNICIPIO;UTI;2;120000,00;SMS DE PARANAIBA;MS;14/08/2020
09/08/2020;MAGNAMED;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;2;96580,00;SMS DE PARANAIBA;MS;14/08/2020
09/08/2020;MAGNAMED;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;2;96580,00;SMS DE AMAMBAI;MS;14/08/2020
09/08/2020;VYAIRE;MATO GROSSO DO SUL;MUNICIPIO;UTI;3;180000,00;SMS DE AMAMBAI;MS;14/08/2020
09/08/2020;MAGNAMED;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;2;96580,00;SMS DE ITAPORA;MS;14/08/2020
09/08/2020;VYAIRE;MATO GROSSO DO SUL;MUNICIPIO;UTI;3;180000,00;SMS DE PONTA PORA;MS;14/08/2020
09/08/2020;MAGNAMED;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;2;96580,00;SMS DE PONTA PORA;MS;14/08/2020
14/08/2020;MAGNAMED;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;2;96580,00;SMS DE RIO BRILHANTE;MS;18/08/2020
21/08/2020;MAGNAMED;MATO GROSSO DO SUL;MUNICIPIO;TRANSPORTE;2;96580,00;SECRETARIA MUN DE SAUDE DE DOURADOS;MS;28/08/2020
21/08/2020;VYAIRE;MATO GROSSO DO SUL;MUNICIPIO;UTI;2;120000,00;SECRETARIA MUN DE SAUDE DE DOURADOS;MS;28/08/2020
24/09/2020;KTK;MATO GROSSO DO SUL;MUNICIPIO;UTI;5;300000,00;SMS DE CORUMBA;MS;30/09/2020
08/10/2020;VYAIRE LTV 2200 USA;MATO GROSSO DO SUL;ESTADO;TRANSPORTE USA;14;883763.5800000001;9o Batalhao de Suprimento;MS;15/10/2020
16/10/2020;MAGNAMED;MATO GROSSO DO SUL;ESTADO;UTI;40;2400000;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO G;MS;19/10/2020
08/06/2020;WEG;MATO GROSSO ;MUNICIPIO;UTI;10;600000,00;Secretaria Municipal de Saúde (Cuiabá);MT;12/06/2020
08/06/2020;MAGNAMED;MATO GROSSO ;MUNICIPIO;TRANSPORTE;10;482900,00;Secretaria Municipal de Saúde (Cuiabá);MT;12/06/2020
15/06/2020;VYAIRE;MATO GROSSO ;MUNICIPIO;UTI;10;600000,00;Secretaria Municipal de Saúde (Rondonópolis);MT;19/06/2020
15/06/2020;MAGNAMED;MATO GROSSO ;MUNICIPIO;TRANSPORTE;10;482900,00;Secretaria Municipal de Saúde (Rondonópolis);MT;19/06/2020
16/06/2020;VYAIRE;MATO GROSSO ;ESTADO;UTI;10;600000,00;Secretaria Estadual de Saúde;MT;19/06/2020
16/06/2020;KTK;MATO GROSSO ;ESTADO;TRANSPORTE;10;200000,00;Secretaria Estadual de Saúde;MT;19/06/2020
25/06/2020;KTK;MATO GROSSO ;ESTADO;UTI;30;1800000,00;Secretaria Estadual de Saúde;MT;28/06/2020
25/06/2020;KTK;MATO GROSSO ;ESTADO;TRANSPORTE;20;400000,00;Secretaria Estadual de Saúde;MT;28/06/2020
26/06/2020;KTK;MATO GROSSO ;MUNICIPIO;TRANSPORTE;5;100000,00;Secretaria Municipal de Saúde (CÁCERES);MT;30/06/2020
26/06/2020;KTK;MATO GROSSO ;MUNICIPIO;TRANSPORTE;5;100000,00;Secretaria Municipal de Saúde (SINOP);MT;30/06/2020
26/06/2020;KTK;MATO GROSSO ;MUNICIPIO;UTI;5;300000,00;Secretaria Municipal de Saúde (SINOP);MT;30/06/2020
26/06/2020;KTK;MATO GROSSO ;MUNICIPIO;TRANSPORTE;5;100000,00;Secretaria Municipal de Saúde (VÁRZEA GRANDE);MT;29/06/2020
26/06/2020;VYAIRE;MATO GROSSO ;MUNICIPIO;UTI;10;600000,00;Secretaria Municipal de Saúde  (Cuiabá);MT;01/07/2020
26/06/2020;MAGNAMED;MATO GROSSO ;MUNICIPIO;TRANSPORTE;10;482900,00;Secretaria Municipal de Saúde  (Cuiabá);MT;01/07/2020
07/07/2020;VYAIRE;MATO GROSSO ;MUNICIPIO;UTI;6;360000,00;"Água Boa - HOSPITAL REGIONAL AGUA BOA ""PAULO ALEMAO""";MT;14/07/2020
07/07/2020;MAGNAMED;MATO GROSSO ;MUNICIPIO;TRANSPORTE;6;289740,00;"Água Boa - HOSPITAL REGIONAL AGUA BOA ""PAULO ALEMAO""";MT;14/07/2020
07/07/2020;VYAIRE;MATO GROSSO ;MUNICIPIO;UTI;4;240000,00;"Barra do Bugres - HOSPITAL REGIONAL DE BARRA DO BUGRES ""ROOSEVELT FIGUEIREDO LIRA""";MT;13/07/2020
07/07/2020;MAGNAMED;MATO GROSSO ;MUNICIPIO;TRANSPORTE;3;144870,00;"Barra do Bugres - HOSPITAL REGIONAL DE BARRA DO BUGRES ""ROOSEVELT FIGUEIREDO LIRA""";MT;13/07/2020
07/07/2020;VYAIRE;MATO GROSSO ;MUNICIPIO;UTI;8;480000,00;Várzea Grande - HOSPITAL E PRONTO SOCORRO MUNICIPAL DE VARZEA GRANDE;MT;13/07/2020
07/07/2020;MAGNAMED;MATO GROSSO ;MUNICIPIO;TRANSPORTE;7;338030,00;Várzea Grande - HOSPITAL E PRONTO SOCORRO MUNICIPAL DE VARZEA GRANDE;MT;13/07/2020
10/07/2020;MAGNAMED;MATO GROSSO ;MUNICIPIO;TRANSPORTE;5;241450,00;JACIARA - Secretaria Municipal de Saúde;MT;14/07/2020
10/07/2020;MAGNAMED;MATO GROSSO ;MUNICIPIO;TRANSPORTE;10;482900,00;SORISO - Secretaria Municipal de Saúde;MT;15/07/2020
10/07/2020;MAGNAMED;MATO GROSSO ;ESTADO;TRANSPORTE;6;289740,00;CUIABÁ -  Secretaria Estadual de Saúde;MT;15/07/2020
10/07/2020;VYAIRE;MATO GROSSO ;ESTADO;UTI;11;660000,00;CUIABÁ -  Secretaria Estadual de Saúde;MT;15/07/2020
17/07/2020;VYAIRE;MATO GROSSO ;MUNICIPIO;UTI;7;420000,00;CACERES - Secretaria Municipal de Saúde ;MT;25/07/2020
17/07/2020;KTK;MATO GROSSO ;MUNICIPIO;TRANSPORTE;7;140000,00;CACERES - Secretaria Municipal de Saúde ;MT;25/07/2020
17/07/2020;KTK;MATO GROSSO ;MUNICIPIO;TRANSPORTE;5;100000,00;BARRA DO GARCAS - Secretaria Municipal de Saúde ;MT;26/07/2020
24/07/2020;VYAIRE;MATO GROSSO ;MUNICIPIO;UTI;3;180000,00;PRIMAVERA DO LESTE - Secretaria Municipal de Saúde ;MT;07/08/2020
24/07/2020;KTK;MATO GROSSO ;MUNICIPIO;TRANSPORTE;2;40000,00;PRIMAVERA DO LESTE - Secretaria Municipal de Saúde ;MT;07/08/2020
09/08/2020;VYAIRE;MATO GROSSO ;MUNICIPIO;UTI;7;420000,00;SMS DE CACERES;MT;14/08/2020
09/08/2020;MAGNAMED;MATO GROSSO ;MUNICIPIO;TRANSPORTE;7;338030,00;SMS DE CACERES;MT;14/08/2020
03/09/2020;MAGNAMED;MATO GROSSO ;MUNICIPIO;TRANSPORTE;1;48290,00;SMS DE CAMPO VERDE;MT;11/09/2020
03/09/2020;MAGNAMED;MATO GROSSO ;MUNICIPIO;TRANSPORTE;1;48290,00;SMS DE ITIQUIRA;MT;11/09/2020
03/09/2020;MAGNAMED;MATO GROSSO ;MUNICIPIO;TRANSPORTE;1;48290,00;SMS DE NOVA CANAA DO NORTE;MT;11/09/2020
03/09/2020;KTK;MATO GROSSO ;MUNICIPIO;TRANSPORTE;3;60000,00;SMS DE COLIDER;MT;11/09/2020
03/09/2020;MAGNAMED;MATO GROSSO ;MUNICIPIO;UTI;5;300000,00;SMS DE COLIDER;MT;11/09/2020
03/09/2020;KTK;MATO GROSSO ;MUNICIPIO;TRANSPORTE;2;40000,00;SMS DE GUIRATINGA;MT;11/09/2020
04/09/2020;KTK;MATO GROSSO ;MUNICIPIO;TRANSPORTE;1;20000,00;SMS de ALTO GARÇAS;MT;09/09/2020
21/09/2020;KTK;MATO GROSSO ;MUNICIPIO;TRANSPORTE;1;20000,00;SMS de ALTO TAQUARI;MT;28/09/2020
02/10/2020;VYAIRE LTV 2200 USA;MATO GROSSO ;MUNICIPIO;TRANSPORTE USA;3;189377,91;SMS DE JUSCIMEIRA;MT;05/10/2020
21/05/2020;VYAIRE;ACRE;ESTADO;UTI;20;1200000,00;Secretaria Estadual de Saúde;AC;23/05/2020
21/05/2020;MAGNAMED;ACRE;ESTADO;TRANSPORTE;10;482900,00;Secretaria Estadual de Saúde;AC;23/05/2020
05/06/2020;LEISTUNG;ACRE;ESTADO;UTI;30;1800000,00;Secretaria Estadual de Saúde;AC;08/06/2020
16/06/2020;VYAIRE;ACRE;MUNICIPIO;UTI;5;300000,00;Secretaria Municipal de Saúde (Sena Madureira);AC;24/06/2020
16/06/2020;MAGNAMED;ACRE;MUNICIPIO;TRANSPORTE;5;241450,00;Secretaria Municipal de Saúde (Sena Madureira);AC;24/06/2020
26/06/2020;MAGNAMED;ACRE;MUNICIPIO;TRANSPORTE;10;482900,00;Secretaria Municipal de Saúde (Cruzeiro do Sul);AC ;03/07/2020
